arm,strategy,dataset,seed,n_cal_target,n_cal,n_test,epsilon,confidence,coverage,lower_ci,upper_ci,violation,structural_violation,reject_rate,singleton_precision,singleton_recall,singleton_correct_count,singleton_count,singleton_precision_recall_defined
C,experimental.difficulty_normalized,heartC,44,400,239,61,0.05,0.95,0.9016393442622951,0.7981038081456547,0.963040005122199,True,False,0.6885245901639344,0.7368421052631579,0.22950819672131148,14,19,True
A,builtin.default,heartC,44,400,239,61,0.1,0.9,0.8688524590163934,0.7578413113166378,0.9416394941605062,True,False,0.3114754098360656,0.8095238095238095,0.5573770491803278,34,42,True
C,experimental.difficulty_normalized,heartC,44,400,239,61,0.1,0.9,0.8688524590163934,0.7578413113166378,0.9416394941605062,True,False,0.5573770491803278,0.8518518518518519,0.3770491803278688,23,27,True
A,builtin.default,heartC,45,50,50,61,0.05,0.95,0.9836065573770492,0.9120118770771849,0.9995850400870324,False,False,0.3442622950819672,0.975,0.639344262295082,39,40,True
C,experimental.difficulty_normalized,heartC,45,50,50,61,0.05,0.95,0.9672131147540983,0.8865278328116603,0.9960043968327476,False,False,0.3442622950819672,0.95,0.6229508196721312,38,40,True
A,builtin.default,heartC,45,50,50,61,0.1,0.9,0.9508196721311475,0.8629307780841057,0.9897406848316792,False,False,0.2786885245901639,0.9318181818181818,0.6721311475409836,41,44,True
C,experimental.difficulty_normalized,heartC,45,50,50,61,0.1,0.9,0.9180327868852459,0.8189880888902016,0.972848639604444,False,False,0.22950819672131148,0.8936170212765957,0.6885245901639344,42,47,True
A,builtin.default,heartC,45,100,100,61,0.05,0.95,0.9508196721311475,0.8629307780841057,0.9897406848316792,False,False,0.3442622950819672,0.925,0.6065573770491803,37,40,True
C,experimental.difficulty_normalized,heartC,45,100,100,61,0.05,0.95,0.9672131147540983,0.8865278328116603,0.9960043968327476,False,False,0.47540983606557374,0.9375,0.4918032786885246,30,32,True
A,builtin.default,heartC,45,100,100,61,0.1,0.9,0.9016393442622951,0.7981038081456547,0.963040005122199,False,False,0.19672131147540983,0.8775510204081632,0.7049180327868853,43,49,True
C,experimental.difficulty_normalized,heartC,45,100,100,61,0.1,0.9,0.9016393442622951,0.7981038081456547,0.963040005122199,False,False,0.16393442622950818,0.8823529411764706,0.7377049180327869,45,51,True
A,builtin.default,heartC,45,200,200,61,0.05,0.95,0.9180327868852459,0.8189880888902016,0.972848639604444,True,False,0.32786885245901637,0.8780487804878049,0.5901639344262295,36,41,True
C,experimental.difficulty_normalized,heartC,45,200,200,61,0.05,0.95,0.9180327868852459,0.8189880888902016,0.972848639604444,True,False,0.4098360655737705,0.8611111111111112,0.5081967213114754,31,36,True
A,builtin.default,heartC,45,200,200,61,0.1,0.9,0.8688524590163934,0.7578413113166378,0.9416394941605062,True,False,0.18032786885245902,0.84,0.6885245901639344,42,50,True
C,experimental.difficulty_normalized,heartC,45,200,200,61,0.1,0.9,0.8524590163934426,0.7383119119980044,0.9302477020276048,True,False,0.16393442622950818,0.8235294117647058,0.6885245901639344,42,51,True
A,builtin.default,heartC,45,400,239,61,0.05,0.95,0.9016393442622951,0.7981038081456547,0.963040005122199,True,False,0.4426229508196721,0.8235294117647058,0.45901639344262296,28,34,True
C,experimental.difficulty_normalized,heartC,45,400,239,61,0.05,0.95,0.9180327868852459,0.8189880888902016,0.972848639604444,True,False,0.5409836065573771,0.8571428571428571,0.39344262295081966,24,28,True
A,builtin.default,heartC,45,400,239,61,0.1,0.9,0.8524590163934426,0.7383119119980044,0.9302477020276048,True,False,0.29508196721311475,0.7906976744186046,0.5573770491803278,34,43,True
C,experimental.difficulty_normalized,heartC,45,400,239,61,0.1,0.9,0.8360655737704918,0.7191149542727852,0.9184827159579824,True,False,0.36065573770491804,0.7692307692307693,0.4918032786885246,30,39,True
A,builtin.default,heartC,46,50,50,61,0.05,0.95,1.0,0.9413187760677074,1.0,False,False,0.5737704918032787,1.0,0.4262295081967213,26,26,True
C,experimental.difficulty_normalized,heartC,46,50,50,61,0.05,0.95,0.9836065573770492,0.9120118770771849,0.9995850400870324,False,False,0.5409836065573771,0.9642857142857143,0.4426229508196721,27,28,True
A,builtin.default,heartC,46,50,50,61,0.1,0.9,0.9508196721311475,0.8629307780841057,0.9897406848316792,False,False,0.26229508196721313,0.9333333333333333,0.6885245901639344,42,45,True
C,experimental.difficulty_normalized,heartC,46,50,50,61,0.1,0.9,0.9344262295081968,0.8405310453594833,0.981845804024032,False,False,0.22950819672131148,0.9148936170212766,0.7049180327868853,43,47,True
A,builtin.default,heartC,46,100,100,61,0.05,0.95,0.9672131147540983,0.8865278328116603,0.9960043968327476,False,False,0.4262295081967213,0.9428571428571428,0.5409836065573771,33,35,True
C,experimental.difficulty_normalized,heartC,46,100,100,61,0.05,0.95,0.9508196721311475,0.8629307780841057,0.9897406848316792,False,False,0.45901639344262296,0.9090909090909091,0.4918032786885246,30,33,True
A,builtin.default,heartC,46,100,100,61,0.1,0.9,0.9344262295081968,0.8405310453594833,0.981845804024032,False,False,0.2459016393442623,0.9130434782608695,0.6885245901639344,42,46,True
C,experimental.difficulty_normalized,heartC,46,100,100,61,0.1,0.9,0.9344262295081968,0.8405310453594833,0.981845804024032,False,False,0.29508196721311475,0.9069767441860465,0.639344262295082,39,43,True
A,builtin.default,heartC,46,200,200,61,0.05,0.95,1.0,0.9413187760677074,1.0,False,False,0.6721311475409836,1.0,0.32786885245901637,20,20,True
C,experimental.difficulty_normalized,heartC,46,200,200,61,0.05,0.95,0.9836065573770492,0.9120118770771849,0.9995850400870324,False,False,0.639344262295082,0.9545454545454546,0.3442622950819672,21,22,True
A,builtin.default,heartC,46,200,200,61,0.1,0.9,0.9836065573770492,0.9120118770771849,0.9995850400870324,False,False,0.3770491803278688,0.9736842105263158,0.6065573770491803,37,38,True
C,experimental.difficulty_normalized,heartC,46,200,200,61,0.1,0.9,0.9344262295081968,0.8405310453594833,0.981845804024032,False,False,0.2786885245901639,0.9090909090909091,0.6557377049180327,40,44,True
A,builtin.default,heartC,46,400,239,61,0.05,0.95,0.9508196721311475,0.8629307780841057,0.9897406848316792,False,False,0.8524590163934426,0.6666666666666666,0.09836065573770492,6,9,True
C,experimental.difficulty_normalized,heartC,46,400,239,61,0.05,0.95,1.0,0.9413187760677074,1.0,False,False,0.9344262295081968,1.0,0.06557377049180328,4,4,True
A,builtin.default,heartC,46,400,239,61,0.1,0.9,0.9508196721311475,0.8629307780841057,0.9897406848316792,False,False,0.8524590163934426,0.6666666666666666,0.09836065573770492,6,9,True
C,experimental.difficulty_normalized,heartC,46,400,239,61,0.1,0.9,0.9180327868852459,0.8189880888902016,0.972848639604444,False,False,0.7540983606557377,0.7333333333333333,0.18032786885245902,11,15,True
A,builtin.default,heartH,42,50,50,59,0.05,0.95,0.864406779661017,0.7501959676641006,0.9395964860391891,True,True,0.11864406779661017,0.8461538461538461,0.7457627118644068,44,52,True
C,experimental.difficulty_normalized,heartH,42,50,50,59,0.05,0.95,0.864406779661017,0.7501959676641006,0.9395964860391891,True,True,0.1864406779661017,0.8333333333333334,0.6779661016949152,40,48,True
A,builtin.default,heartH,42,50,50,59,0.1,0.9,0.864406779661017,0.7501959676641006,0.9395964860391891,True,False,0.11864406779661017,0.8461538461538461,0.7457627118644068,44,52,True
C,experimental.difficulty_normalized,heartH,42,50,50,59,0.1,0.9,0.7796610169491526,0.6527426058124061,0.8771363918655108,True,True,0.06779661016949153,0.7818181818181819,0.7288135593220338,43,55,True
A,builtin.default,heartH,42,100,100,59,0.05,0.95,0.9152542372881356,0.8132056645283043,0.9719087432789866,True,False,0.1694915254237288,0.8979591836734694,0.7457627118644068,44,49,True
C,experimental.difficulty_normalized,heartH,42,100,100,59,0.05,0.95,0.9491525423728814,0.858512760524745,0.9893887196761202,True,False,0.3220338983050847,0.925,0.6271186440677966,37,40,True
A,builtin.default,heartH,42,100,100,59,0.1,0.9,0.9152542372881356,0.8132056645283043,0.9719087432789866,False,False,0.15254237288135594,0.9,0.7627118644067796,45,50,True
C,experimental.difficulty_normalized,heartH,42,100,100,59,0.1,0.9,0.8813559322033898,0.7707074510425075,0.950944209358734,True,False,0.13559322033898305,0.8627450980392157,0.7457627118644068,44,51,True
A,builtin.default,heartH,42,200,200,59,0.05,0.95,0.9661016949152542,0.8828515361116497,0.9958680670276936,False,False,0.3559322033898305,0.9473684210526315,0.6101694915254238,36,38,True
C,experimental.difficulty_normalized,heartH,42,200,200,59,0.05,0.95,0.9322033898305084,0.835414827324177,0.9812200365076136,True,False,0.3559322033898305,0.8947368421052632,0.576271186440678,34,38,True
A,builtin.default,heartH,42,200,200,59,0.1,0.9,0.847457627118644,0.7300804081876087,0.927797572060018,True,False,0.1016949152542373,0.8301886792452831,0.7457627118644068,44,53,True
C,experimental.difficulty_normalized,heartH,42,200,200,59,0.1,0.9,0.8813559322033898,0.7707074510425075,0.950944209358734,True,False,0.15254237288135594,0.86,0.7288135593220338,43,50,True
A,builtin.default,heartH,42,400,232,59,0.05,0.95,0.9491525423728814,0.858512760524745,0.9893887196761202,True,False,0.6440677966101694,0.8571428571428571,0.3050847457627119,18,21,True
C,experimental.difficulty_normalized,heartH,42,400,232,59,0.05,0.95,0.9661016949152542,0.8828515361116497,0.9958680670276936,False,False,0.7796610169491526,0.8461538461538461,0.1864406779661017,11,13,True
A,builtin.default,heartH,42,400,232,59,0.1,0.9,0.864406779661017,0.7501959676641006,0.9395964860391891,True,False,0.3559322033898305,0.7894736842105263,0.5084745762711864,30,38,True
C,experimental.difficulty_normalized,heartH,42,400,232,59,0.1,0.9,0.8813559322033898,0.7707074510425075,0.950944209358734,True,False,0.5084745762711864,0.7586206896551724,0.3728813559322034,22,29,True
A,builtin.default,heartH,43,50,50,59,0.05,0.95,1.0,0.9393910990496601,1.0,False,False,0.864406779661017,1.0,0.13559322033898305,8,8,True
C,experimental.difficulty_normalized,heartH,43,50,50,59,0.05,0.95,1.0,0.9393910990496601,1.0,False,False,0.7796610169491526,1.0,0.22033898305084745,13,13,True
A,builtin.default,heartH,43,50,50,59,0.1,0.9,0.9322033898305084,0.835414827324177,0.9812200365076136,False,False,0.2711864406779661,0.9069767441860465,0.6610169491525424,39,43,True
C,experimental.difficulty_normalized,heartH,43,50,50,59,0.1,0.9,0.9152542372881356,0.8132056645283043,0.9719087432789866,False,False,0.2711864406779661,0.8837209302325582,0.6440677966101694,38,43,True
A,builtin.default,heartH,43,100,100,59,0.05,0.95,0.9661016949152542,0.8828515361116497,0.9958680670276936,False,False,0.3728813559322034,0.9459459459459459,0.5932203389830508,35,37,True
C,experimental.difficulty_normalized,heartH,43,100,100,59,0.05,0.95,0.9152542372881356,0.8132056645283043,0.9719087432789866,True,False,0.3559322033898305,0.868421052631579,0.559322033898305,33,38,True
A,builtin.default,heartH,43,100,100,59,0.1,0.9,0.9322033898305084,0.835414827324177,0.9812200365076136,False,False,0.3050847457627119,0.9024390243902439,0.6271186440677966,37,41,True
C,experimental.difficulty_normalized,heartH,43,100,100,59,0.1,0.9,0.8983050847457628,0.7916804508244137,0.9617555070892884,True,False,0.288135593220339,0.8571428571428571,0.6101694915254238,36,42,True
A,builtin.default,heartH,43,200,200,59,0.05,0.95,0.9322033898305084,0.835414827324177,0.9812200365076136,True,False,0.3389830508474576,0.8974358974358975,0.5932203389830508,35,39,True
C,experimental.difficulty_normalized,heartH,43,200,200,59,0.05,0.95,0.8983050847457628,0.7916804508244137,0.9617555070892884,True,False,0.3050847457627119,0.8536585365853658,0.5932203389830508,35,41,True
A,builtin.default,heartH,43,200,200,59,0.1,0.9,0.864406779661017,0.7501959676641006,0.9395964860391891,True,False,0.2033898305084746,0.8297872340425532,0.6610169491525424,39,47,True
C,experimental.difficulty_normalized,heartH,43,200,200,59,0.1,0.9,0.8813559322033898,0.7707074510425075,0.950944209358734,True,False,0.22033898305084745,0.8478260869565217,0.6610169491525424,39,46,True
A,builtin.default,heartH,43,400,232,59,0.05,0.95,0.9661016949152542,0.8828515361116497,0.9958680670276936,False,False,0.5254237288135594,0.9285714285714286,0.4406779661016949,26,28,True
C,experimental.difficulty_normalized,heartH,43,400,232,59,0.05,0.95,0.9830508474576272,0.9091440671133507,0.9995709766671597,False,False,0.7627118644067796,0.9285714285714286,0.22033898305084745,13,14,True
A,builtin.default,heartH,43,400,232,59,0.1,0.9,0.9322033898305084,0.835414827324177,0.9812200365076136,False,False,0.3220338983050847,0.9,0.6101694915254238,36,40,True
C,experimental.difficulty_normalized,heartH,43,400,232,59,0.1,0.9,0.9491525423728814,0.858512760524745,0.9893887196761202,False,False,0.4576271186440678,0.90625,0.4915254237288136,29,32,True
A,builtin.default,heartH,44,50,50,59,0.05,0.95,0.9830508474576272,0.9091440671133507,0.9995709766671597,False,False,0.5084745762711864,0.9655172413793104,0.4745762711864407,28,29,True
C,experimental.difficulty_normalized,heartH,44,50,50,59,0.05,0.95,0.9152542372881356,0.8132056645283043,0.9719087432789866,True,False,0.4745762711864407,0.8387096774193549,0.4406779661016949,26,31,True
A,builtin.default,heartH,44,50,50,59,0.1,0.9,0.8983050847457628,0.7916804508244137,0.9617555070892884,True,False,0.23728813559322035,0.8666666666666667,0.6610169491525424,39,45,True
C,experimental.difficulty_normalized,heartH,44,50,50,59,0.1,0.9,0.8813559322033898,0.7707074510425075,0.950944209358734,True,False,0.3050847457627119,0.8292682926829268,0.576271186440678,34,41,True
A,builtin.default,heartH,44,100,100,59,0.05,0.95,0.9661016949152542,0.8828515361116497,0.9958680670276936,False,False,0.423728813559322,0.9411764705882353,0.5423728813559322,32,34,True
C,experimental.difficulty_normalized,heartH,44,100,100,59,0.05,0.95,0.9152542372881356,0.8132056645283043,0.9719087432789866,True,False,0.4406779661016949,0.8484848484848485,0.4745762711864407,28,33,True
A,builtin.default,heartH,44,100,100,59,0.1,0.9,0.9152542372881356,0.8132056645283043,0.9719087432789866,False,False,0.2542372881355932,0.8863636363636364,0.6610169491525424,39,44,True
C,experimental.difficulty_normalized,heartH,44,100,100,59,0.1,0.9,0.864406779661017,0.7501959676641006,0.9395964860391891,True,False,0.2542372881355932,0.8181818181818182,0.6101694915254238,36,44,True
A,builtin.default,heartH,44,200,200,59,0.05,0.95,0.9661016949152542,0.8828515361116497,0.9958680670276936,False,False,0.4745762711864407,0.9354838709677419,0.4915254237288136,29,31,True
C,experimental.difficulty_normalized,heartH,44,200,200,59,0.05,0.95,0.9491525423728814,0.858512760524745,0.9893887196761202,True,False,0.423728813559322,0.9117647058823529,0.5254237288135594,31,34,True
A,builtin.default,heartH,44,200,200,59,0.1,0.9,0.8983050847457628,0.7916804508244137,0.9617555070892884,True,False,0.2542372881355932,0.8636363636363636,0.6440677966101694,38,44,True
C,experimental.difficulty_normalized,heartH,44,200,200,59,0.1,0.9,0.9152542372881356,0.8132056645283043,0.9719087432789866,False,False,0.3050847457627119,0.8780487804878049,0.6101694915254238,36,41,True
A,builtin.default,heartH,44,400,232,59,0.05,0.95,1.0,0.9393910990496601,1.0,False,False,0.847457627118644,1.0,0.15254237288135594,9,9,True
C,experimental.difficulty_normalized,heartH,44,400,232,59,0.05,0.95,0.9491525423728814,0.858512760524745,0.9893887196761202,True,False,0.6440677966101694,0.8571428571428571,0.3050847457627119,18,21,True
A,builtin.default,heartH,44,400,232,59,0.1,0.9,0.8983050847457628,0.7916804508244137,0.9617555070892884,True,False,0.5423728813559322,0.7777777777777778,0.3559322033898305,21,27,True
C,experimental.difficulty_normalized,heartH,44,400,232,59,0.1,0.9,0.8813559322033898,0.7707074510425075,0.950944209358734,True,False,0.5084745762711864,0.7586206896551724,0.3728813559322034,22,29,True
A,builtin.default,heartH,45,50,50,59,0.05,0.95,0.9661016949152542,0.8828515361116497,0.9958680670276936,False,False,0.3389830508474576,0.9487179487179487,0.6271186440677966,37,39,True
C,experimental.difficulty_normalized,heartH,45,50,50,59,0.05,0.95,0.9830508474576272,0.9091440671133507,0.9995709766671597,False,False,0.5084745762711864,0.9655172413793104,0.4745762711864407,28,29,True
A,builtin.default,heartH,45,50,50,59,0.1,0.9,0.9322033898305084,0.835414827324177,0.9812200365076136,False,False,0.2542372881355932,0.9090909090909091,0.6779661016949152,40,44,True
C,experimental.difficulty_normalized,heartH,45,50,50,59,0.1,0.9,0.8135593220338984,0.6908513465780735,0.9030805348827234,True,False,0.1016949152542373,0.8301886792452831,0.7457627118644068,44,53,True
A,builtin.default,heartH,45,100,100,59,0.05,0.95,0.9661016949152542,0.8828515361116497,0.9958680670276936,False,False,0.3728813559322034,0.9459459459459459,0.5932203389830508,35,37,True
C,experimental.difficulty_normalized,heartH,45,100,100,59,0.05,0.95,0.9491525423728814,0.858512760524745,0.9893887196761202,True,False,0.4067796610169492,0.9142857142857143,0.5423728813559322,32,35,True
